/home/samuele/.local/lib/python3.8/site-packages/torch/cuda/__init__.py:128: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 6050). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
/home/samuele/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:60: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
Epoch 1/110, Train Loss: 0.6317, Val Loss: 0.5244
Epoch 26/110, Train Loss: 0.0970, Val Loss: 0.1256
Epoch 27/110, Train Loss: 0.0707, Val Loss: 0.1229
Epoch 28/110, Train Loss: 0.0690, Val Loss: 0.1209
Epoch 29/110, Train Loss: 0.0801, Val Loss: 0.1196
Epoch 30/110, Train Loss: 0.0767, Val Loss: 0.1188
Epoch 31/110, Train Loss: 0.0621, Val Loss: 0.1185
Epoch 32/110, Train Loss: 0.0884, Val Loss: 0.1185
Epoch 33/110, Train Loss: 0.0683, Val Loss: 0.1182
Epoch 34/110, Train Loss: 0.0914, Val Loss: 0.1172
Epoch 35/110, Train Loss: 0.0643, Val Loss: 0.1162
Epoch 36/110, Train Loss: 0.1017, Val Loss: 0.1155
Epoch 37/110, Train Loss: 0.0821, Val Loss: 0.1149
Epoch 38/110, Train Loss: 0.0747, Val Loss: 0.1139
Epoch 39/110, Train Loss: 0.0886, Val Loss: 0.1126
Epoch 40/110, Train Loss: 0.0580, Val Loss: 0.1116
Epoch 41/110, Train Loss: 0.0521, Val Loss: 0.1109
Epoch 42/110, Train Loss: 0.0650, Val Loss: 0.1105
Epoch 43/110, Train Loss: 0.0502, Val Loss: 0.1106
Epoch 44/110, Train Loss: 0.0693, Val Loss: 0.1107
Epoch 45/110, Train Loss: 0.0490, Val Loss: 0.1105
Epoch 46/110, Train Loss: 0.0491, Val Loss: 0.1101
Epoch 47/110, Train Loss: 0.0566, Val Loss: 0.1100
Epoch 48/110, Train Loss: 0.0900, Val Loss: 0.1099
Epoch 49/110, Train Loss: 0.0601, Val Loss: 0.1099
Epoch 50/110, Train Loss: 0.0734, Val Loss: 0.1099
Epoch 51/110, Train Loss: 0.0534, Val Loss: 0.1101
Epoch 52/110, Train Loss: 0.0803, Val Loss: 0.1101
Epoch 53/110, Train Loss: 0.0498, Val Loss: 0.1099
Epoch 54/110, Train Loss: 0.0761, Val Loss: 0.1091
Epoch 55/110, Train Loss: 0.0752, Val Loss: 0.1087
Epoch 56/110, Train Loss: 0.0494, Val Loss: 0.1088
Epoch 57/110, Train Loss: 0.0801, Val Loss: 0.1088
Epoch 58/110, Train Loss: 0.0564, Val Loss: 0.1085
Epoch 59/110, Train Loss: 0.0594, Val Loss: 0.1081
Epoch 60/110, Train Loss: 0.0661, Val Loss: 0.1075
Epoch 61/110, Train Loss: 0.0608, Val Loss: 0.1069
Epoch 62/110, Train Loss: 0.0522, Val Loss: 0.1067
Epoch 63/110, Train Loss: 0.0824, Val Loss: 0.1071
Epoch 64/110, Train Loss: 0.0554, Val Loss: 0.1071
Epoch 65/110, Train Loss: 0.0526, Val Loss: 0.1059
Epoch 66/110, Train Loss: 0.0582, Val Loss: 0.1047
Epoch 67/110, Train Loss: 0.0467, Val Loss: 0.1046
Epoch 68/110, Train Loss: 0.0496, Val Loss: 0.1054
Epoch 69/110, Train Loss: 0.0583, Val Loss: 0.1063
Epoch 70/110, Train Loss: 0.0683, Val Loss: 0.1059
Epoch 71/110, Train Loss: 0.0521, Val Loss: 0.1052
Epoch 72/110, Train Loss: 0.0552, Val Loss: 0.1048
Epoch 73/110, Train Loss: 0.0541, Val Loss: 0.1047
Epoch 74/110, Train Loss: 0.0709, Val Loss: 0.1047
Epoch 75/110, Train Loss: 0.0573, Val Loss: 0.1047
Epoch 76/110, Train Loss: 0.0413, Val Loss: 0.1046
Epoch 77/110, Train Loss: 0.0497, Val Loss: 0.1042
Epoch 78/110, Train Loss: 0.0702, Val Loss: 0.1038
Epoch 79/110, Train Loss: 0.0648, Val Loss: 0.1038
Epoch 80/110, Train Loss: 0.0503, Val Loss: 0.1039
Epoch 81/110, Train Loss: 0.0435, Val Loss: 0.1040
Epoch 82/110, Train Loss: 0.0449, Val Loss: 0.1038
Epoch 83/110, Train Loss: 0.0561, Val Loss: 0.1036
Epoch 84/110, Train Loss: 0.0578, Val Loss: 0.1034
Epoch 85/110, Train Loss: 0.0478, Val Loss: 0.1034
Epoch 86/110, Train Loss: 0.0452, Val Loss: 0.1036
Epoch 87/110, Train Loss: 0.0474, Val Loss: 0.1036
Epoch 88/110, Train Loss: 0.0434, Val Loss: 0.1035
Epoch 89/110, Train Loss: 0.0683, Val Loss: 0.1032
Epoch 90/110, Train Loss: 0.0410, Val Loss: 0.1031
Epoch 91/110, Train Loss: 0.0531, Val Loss: 0.1032
Epoch 92/110, Train Loss: 0.0516, Val Loss: 0.1034
Epoch 93/110, Train Loss: 0.0700, Val Loss: 0.1034
Epoch 94/110, Train Loss: 0.0636, Val Loss: 0.1029
Epoch 95/110, Train Loss: 0.0675, Val Loss: 0.1025
Epoch 96/110, Train Loss: 0.0494, Val Loss: 0.1025
Epoch 97/110, Train Loss: 0.0478, Val Loss: 0.1028
Epoch 98/110, Train Loss: 0.0599, Val Loss: 0.1031
Epoch 99/110, Train Loss: 0.0491, Val Loss: 0.1032
Epoch 100/110, Train Loss: 0.0456, Val Loss: 0.1032
Epoch 101/110, Train Loss: 0.0729, Val Loss: 0.1030
Epoch 102/110, Train Loss: 0.0435, Val Loss: 0.1027
Epoch 103/110, Train Loss: 0.0494, Val Loss: 0.1026
Epoch 104/110, Train Loss: 0.0399, Val Loss: 0.1027
Epoch 105/110, Train Loss: 0.0467, Val Loss: 0.1028
Epoch 106/110, Train Loss: 0.0566, Val Loss: 0.1029
Epoch 107/110, Train Loss: 0.0471, Val Loss: 0.1028
Epoch 108/110, Train Loss: 0.0644, Val Loss: 0.1028
Epoch 109/110, Train Loss: 0.0690, Val Loss: 0.1027
Epoch 110/110, Train Loss: 0.0431, Val Loss: 0.1026
Model saved as: /home/samuele/MLproject/AMPM_2.ptm

Single X_train tensor:
tensor([[[-0.0402, -0.3652,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [-0.0290, -0.3652,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.0066, -0.3655,  0.0000,  ...,  0.1534,  1.0825,  0.0123],
         ...,
         [ 0.2139, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.2554, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.2969, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238]],

        [[-0.0290, -0.3652,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.0066, -0.3655,  0.0000,  ...,  0.1534,  1.0825,  0.0123],
         [ 0.0480, -0.3656,  0.0000,  ...,  0.1534,  1.0825, -0.0481],
         ...,
         [ 0.2554, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.2969, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.3383, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238]],

        [[ 0.0066, -0.3655,  0.0000,  ...,  0.1534,  1.0825,  0.0123],
         [ 0.0480, -0.3656,  0.0000,  ...,  0.1534,  1.0825, -0.0481],
         [ 0.0895, -0.3652,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         ...,
         [ 0.2969, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.3383, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.3798, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238]],

        ...,

        [[ 0.2997, -0.0322,  0.0000,  ...,  1.3096,  1.0825, -0.0238],
         [ 0.2605, -0.0092,  0.0000,  ...,  1.3097,  1.0825, -0.0238],
         [ 0.2212,  0.0136,  0.0000,  ...,  1.3098,  1.0825, -0.0238],
         ...,
         [ 0.0167,  0.0407,  0.0000,  ..., -1.1058,  1.0825,  0.0280],
         [-0.0247,  0.0347,  0.0000,  ..., -1.0987,  1.0825,  0.0441],
         [-0.0654,  0.0228,  0.0000,  ..., -1.0193,  1.0825,  0.5646]],

        [[ 0.2605, -0.0092,  0.0000,  ...,  1.3097,  1.0825, -0.0238],
         [ 0.2212,  0.0136,  0.0000,  ...,  1.3098,  1.0825, -0.0238],
         [ 0.1818,  0.0358,  0.0000,  ...,  1.3419,  1.0825,  0.7723],
         ...,
         [-0.0247,  0.0347,  0.0000,  ..., -1.0987,  1.0825,  0.0441],
         [-0.0654,  0.0228,  0.0000,  ..., -1.0193,  1.0825,  0.5646],
         [-0.1042, -0.0023,  0.0000,  ..., -0.9672,  1.0825,  0.2072]],

        [[ 0.2212,  0.0136,  0.0000,  ...,  1.3098,  1.0825, -0.0238],
         [ 0.1818,  0.0358,  0.0000,  ...,  1.3419,  1.0825,  0.7723],
         [ 0.1409,  0.0462,  0.0000,  ...,  1.4151,  1.0825,  0.3339],
         ...,
         [-0.0654,  0.0228,  0.0000,  ..., -1.0193,  1.0825,  0.5646],
         [-0.1042, -0.0023,  0.0000,  ..., -0.9672,  1.0825,  0.2072],
         [-0.1416, -0.0328,  0.0000,  ..., -0.9467,  1.0825,  0.0681]]])

Corresponding y_train tensor:
tensor([[ 3.3833e-01, -3.6476e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 3.7980e-01, -3.6482e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 4.2127e-01, -3.6493e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 4.6274e-01, -3.6505e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.0421e-01, -3.6516e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.4567e-01, -3.6525e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.8714e-01, -3.6532e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 6.2861e-01, -3.6532e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 6.6950e-01, -3.5837e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          5.0965e-01,  1.0825e+00,  5.6201e+00],
        [ 6.9609e-01, -3.1154e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3878e+00,  1.0825e+00, -7.5260e-01],
        [ 6.9829e-01, -2.9507e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -4.4240e-01,  1.0825e+00, -6.3181e+00],
        [ 7.0939e-01, -3.1423e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0620e-01,  1.0825e+00, -8.8776e+00],
        [ 7.2599e-01, -3.6232e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -5.7540e-01,  1.0825e+00, -5.4733e+00],
        [ 7.1373e-01, -4.3463e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.4225e+00,  1.0825e+00, -1.3364e+00],
        [ 6.8060e-01, -4.6138e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          9.4811e-01,  1.0825e+00,  2.0602e+00],
        [ 6.6348e-01, -4.3186e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          6.0990e-01,  1.0825e+00,  4.6284e+00],
        [ 6.7618e-01, -3.8189e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          6.8157e-01,  1.0825e+00,  4.2761e+00],
        [ 6.7520e-01, -3.1093e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.0577e+00,  1.0825e+00,  1.6716e+00],
        [ 6.4893e-01, -2.5633e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2092e+00,  1.0825e+00,  6.5864e-01],
        [ 6.1236e-01, -2.2296e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2691e+00,  1.0825e+00,  2.4854e-01],
        [ 5.7406e-01, -1.9572e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2931e+00,  1.0825e+00,  8.6020e-02],
        [ 5.3516e-01, -1.7100e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3027e+00,  1.0825e+00,  2.1143e-02],
        [ 4.9604e-01, -1.4733e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3067e+00,  1.0825e+00, -4.4741e-03],
        [ 4.5679e-01, -1.2407e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3083e+00,  1.0825e+00, -2.3835e-02],
        [ 4.1754e-01, -1.0100e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3090e+00,  1.0825e+00, -2.3835e-02],
        [ 3.7828e-01, -7.8020e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3093e+00,  1.0825e+00, -2.3835e-02],
        [ 3.3901e-01, -5.5075e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3095e+00,  1.0825e+00, -2.3835e-02],
        [ 2.9974e-01, -3.2150e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3096e+00,  1.0825e+00, -2.3835e-02],
        [ 2.6046e-01, -9.2414e-03,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3097e+00,  1.0825e+00, -2.3835e-02],
        [ 2.2118e-01,  1.3646e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3098e+00,  1.0825e+00, -2.3835e-02],
        [ 1.8178e-01,  3.5757e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3419e+00,  1.0825e+00,  7.7229e-01],
        [ 1.4088e-01,  4.6188e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.4151e+00,  1.0825e+00,  3.3390e-01],
        [ 9.9458e-02,  4.7889e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1319e+00,  1.0825e+00,  1.4635e-01],
        [ 5.8028e-02,  4.5399e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1150e+00,  1.0825e+00,  6.1742e-02],
        [ 1.6656e-02,  4.0738e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1058e+00,  1.0825e+00,  2.7989e-02],
        [-2.4704e-02,  3.4742e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0987e+00,  1.0825e+00,  4.4126e-02],
        [-6.5419e-02,  2.2759e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0193e+00,  1.0825e+00,  5.6462e-01],
        [-1.0418e-01, -2.3131e-03,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.6720e-01,  1.0825e+00,  2.0723e-01],
        [-1.4164e-01, -3.2837e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.4670e-01,  1.0825e+00,  6.8098e-02],
        [-1.7852e-01, -6.5460e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.3852e-01,  1.0825e+00,  1.3240e-02]])

Single X_train tensor:
tensor([[-0.0402, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [-0.0290, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.0066, -0.3655,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825,  0.0123],
        [ 0.0480, -0.3656,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0481],
        [ 0.0895, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1310, -0.3650,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1724, -0.3649,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2139, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2554, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2969, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238]])

Corresponding y_train tensor:
tensor([[ 3.3833e-01, -3.6476e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 3.7980e-01, -3.6482e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 4.2127e-01, -3.6493e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 4.6274e-01, -3.6505e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.0421e-01, -3.6516e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.4567e-01, -3.6525e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.8714e-01, -3.6532e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 6.2861e-01, -3.6532e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 6.6950e-01, -3.5837e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          5.0965e-01,  1.0825e+00,  5.6201e+00],
        [ 6.9609e-01, -3.1154e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3878e+00,  1.0825e+00, -7.5260e-01],
        [ 6.9829e-01, -2.9507e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -4.4240e-01,  1.0825e+00, -6.3181e+00],
        [ 7.0939e-01, -3.1423e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0620e-01,  1.0825e+00, -8.8776e+00],
        [ 7.2599e-01, -3.6232e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -5.7540e-01,  1.0825e+00, -5.4733e+00],
        [ 7.1373e-01, -4.3463e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.4225e+00,  1.0825e+00, -1.3364e+00],
        [ 6.8060e-01, -4.6138e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          9.4811e-01,  1.0825e+00,  2.0602e+00],
        [ 6.6348e-01, -4.3186e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          6.0990e-01,  1.0825e+00,  4.6284e+00],
        [ 6.7618e-01, -3.8189e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          6.8157e-01,  1.0825e+00,  4.2761e+00],
        [ 6.7520e-01, -3.1093e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.0577e+00,  1.0825e+00,  1.6716e+00],
        [ 6.4893e-01, -2.5633e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2092e+00,  1.0825e+00,  6.5864e-01],
        [ 6.1236e-01, -2.2296e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2691e+00,  1.0825e+00,  2.4854e-01],
        [ 5.7406e-01, -1.9572e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2931e+00,  1.0825e+00,  8.6020e-02],
        [ 5.3516e-01, -1.7100e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3027e+00,  1.0825e+00,  2.1143e-02],
        [ 4.9604e-01, -1.4733e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3067e+00,  1.0825e+00, -4.4741e-03],
        [ 4.5679e-01, -1.2407e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3083e+00,  1.0825e+00, -2.3835e-02],
        [ 4.1754e-01, -1.0100e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3090e+00,  1.0825e+00, -2.3835e-02],
        [ 3.7828e-01, -7.8020e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3093e+00,  1.0825e+00, -2.3835e-02],
        [ 3.3901e-01, -5.5075e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3095e+00,  1.0825e+00, -2.3835e-02],
        [ 2.9974e-01, -3.2150e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3096e+00,  1.0825e+00, -2.3835e-02],
        [ 2.6046e-01, -9.2414e-03,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3097e+00,  1.0825e+00, -2.3835e-02],
        [ 2.2118e-01,  1.3646e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3098e+00,  1.0825e+00, -2.3835e-02],
        [ 1.8178e-01,  3.5757e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3419e+00,  1.0825e+00,  7.7229e-01],
        [ 1.4088e-01,  4.6188e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.4151e+00,  1.0825e+00,  3.3390e-01],
        [ 9.9458e-02,  4.7889e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1319e+00,  1.0825e+00,  1.4635e-01],
        [ 5.8028e-02,  4.5399e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1150e+00,  1.0825e+00,  6.1742e-02],
        [ 1.6656e-02,  4.0738e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1058e+00,  1.0825e+00,  2.7989e-02],
        [-2.4704e-02,  3.4742e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0987e+00,  1.0825e+00,  4.4126e-02],
        [-6.5419e-02,  2.2759e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0193e+00,  1.0825e+00,  5.6462e-01],
        [-1.0418e-01, -2.3131e-03,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.6720e-01,  1.0825e+00,  2.0723e-01],
        [-1.4164e-01, -3.2837e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.4670e-01,  1.0825e+00,  6.8098e-02],
        [-1.7852e-01, -6.5460e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.3852e-01,  1.0825e+00,  1.3240e-02]])

Single X_train tensor:
tensor([[-0.0402, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [-0.0290, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.0066, -0.3655,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825,  0.0123],
        [ 0.0480, -0.3656,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0481],
        [ 0.0895, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1310, -0.3650,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1724, -0.3649,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2139, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2554, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2969, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238]])

Corresponding y_train tensor:
tensor([ 0.3383, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238])
X_train type: <class 'tuple'>
X_train length: 41

Single X_train tensor:
tensor([[-0.0402, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [-0.0290, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.0066, -0.3655,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825,  0.0123],
        [ 0.0480, -0.3656,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0481],
        [ 0.0895, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1310, -0.3650,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1724, -0.3649,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2139, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2554, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2969, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238]])

Corresponding y_train tensor:
tensor([ 0.3383, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238])

Single X_train tensor:
tensor([[-0.0402, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
